## Generic Event attributes (range 1-999),,,,General,Network,System,Appl,PH,displayFormat,Count(DISTINCT),GroupBy,Aggr,OrderBy,Deprecated,Availability,SysPerf,NetPerf,AppPerf,Change,Security,Simple,rbac,Description
3043,Deleted Item,deletedItem,string,0,0,0,1,0,,1,1,0,0,0,,,,,1,1,,,
3044,Used Heap Memory,heapUsedKB,uint64,0,0,0,1,0,MemoryKB,0,0,1,1,0,,,,1,,,,,
3045,Commited Heap Memory,heapCommitKB,uint64,0,0,0,1,0,MemoryKB,0,0,1,1,0,,,,1,,,,,
3046,Heap Util,heapUtil,double,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3047,Max Heap Memory,heapMaxKB,uint64,0,0,0,1,0,MemoryKB,0,0,1,1,0,,,,1,,,,,
3048,Used Non-Heap Memory,nonHeapUsedKB,uint64,0,0,0,1,0,MemoryKB,0,0,1,1,0,,,,1,,,,,
3049,Committed Non-Heap Memory,nonHeapCommitKB,uint64,0,0,0,1,0,MemoryKB,0,0,1,1,0,,,,1,,,,,
3050,Max Non-Heap Memory,nonHeapMaxKB,uint64,0,0,0,1,0,MemoryKB,0,0,1,1,0,,,,1,,,,,
3051,Non-Heap Util,nonHeapUtil,double,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3052,Live Threads,liveThreads,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3053,Max Live Threads,liveThreadsMax,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3054,Loaded Classes,loadedClasses,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3055,Vulnerability Id,vulnId,uint32,0,0,0,1,0,,0,0,0,0,0,,,,,,1,,,
3056,Vulnerability Name,vulnName,string,0,0,0,1,0,,1,1,0,0,0,,,,,,1,,,
3057,Vulnerability Type,vulnType,string,0,0,0,1,0,,1,,,,0,,,,,,1,,,
3058,Vulnerability CVE Id,vulnCVEId,string,0,0,0,1,0,,1,,,,0,,,,,,1,,,
3059,Vulnerability Score,vulnScore,uint32,0,0,0,1,0,,0,0,1,1,0,,,,,,1,,,
3060,Vulnerability Score Threshold,vulnScoreThresh,uint32,0,0,0,1,0,,0,0,0,0,0,,,,,,1,,,
3061,Application Protocol,appTransportProto,string,0,0,0,1,0,,1,1,0,0,0,,,,,,1,,,
3062,Vulnerability Scan Id,scanId,uint32,0,0,0,1,0,,0,0,0,0,0,,,,,,1,,,
3063,Vulnerability Scan Profile Name,scanProfile,string,0,0,0,1,0,,1,1,0,0,0,,,,,,1,,,
3064,Vulnerability Scan Begin Time,scanBegin,Date,0,0,0,1,0,,0,0,0,0,0,,,,,,1,,,
3065,Vulnerability Scan End Time,scanEnd,Date,0,0,0,1,0,,0,0,0,0,0,,,,,,1,,,
3066,Security Attack Name,attackName,string,0,0,0,1,0,,1,1,0,0,0,,,,,,1,,,
3067,Source Appl Name,srcApp,string,0,0,0,1,0,,1,1,0,0,0,,,,,,1,,,
3068,DB Name,dbName,string,0,0,0,1,0,,1,1,0,0,0,,,,,,1,,,
3069,DB Return Code,dbRetCode,uint32,0,0,0,1,0,,1,1,0,0,0,,,,,,1,,,
3070,DB Object Name,dbObjName,string,0,0,0,1,0,,1,1,0,0,0,,,,,,1,,,
3071,DB Privilege Used,dbPrivUsed,string,0,0,0,1,0,,1,1,0,0,0,,,,,,1,,,
3072,DB Object Privilege,dbObjPriv,string,0,0,0,1,0,,1,1,0,0,0,,,,,,1,,,
3073,DB System Privilege,dbSysPriv,string,0,0,0,1,0,,1,1,0,0,0,,,,,,1,,,
3074,Policy Name,policyName,string,0,0,0,1,0,,1,1,0,0,0,,,,,,1,,,
3075,Mail Inspection Action,mailAction,string,0,0,0,1,0,,1,1,0,0,0,,,,,,1,,,
3076,SMTP Error Code,smtpFailCode,uint32,0,0,0,1,0,Code,1,1,0,0,0,,,,,,1,,,
3077,Login Event Count,loginEventCount,uint32,0,0,0,1,0,,0,0,1,1,0,,,,,,1,,,
3078,DDL Event Count,ddlEventCount,uint32,0,0,0,1,0,,0,0,1,1,0,,,,,,1,,,
3079,Total Event Count,totEventCount,uint32,0,0,0,1,0,,0,0,1,1,0,,,,,,1,,,
3080,Denied-By-Source Mail Count,deniedBySrcCount,uint32,0,0,0,1,0,,0,0,1,1,0,,,,,,1,,,
3081,Forwarded Mail Count,fwdMailCount,uint32,0,0,0,1,0,,0,0,1,1,0,,,,,,1,,,
3082,Isolated Mail Count,isolatedMailCount,uint32,0,0,0,1,0,,0,0,1,1,0,,,,,,1,,,
3083,Discarded Mail Count,discardedMailCount,uint32,0,0,0,1,0,,0,0,1,1,0,,,,,,1,,,
3084,DNS Requests Recvd,dnsReqRecv,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3085,DNS Responses Sent,dnsRespSent,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3086,WINS Requests Recvd,winsReqRecv,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3087,WINS Responses Sent,winsRespSent,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3088,Recursive DNS Query Recvd,dnsRecQueryRecv,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3089,Secure DNS Update Recvd,dnsSecUpdateRecv,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3090,Full DNS Zone Transfer Request Sent,fullDnsXferSent,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3091,Full DNS Zone Transfer Responses Recvd,fullDnsXferRecv,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3092,Full DNS Zone Transfer Success,fullDnsXferSucc,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3093,Incremental DNS Zone Transfer Request Sent,incrDnsXferSent,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3094,Incremental DNS Zone Transfer Responses Recvd,incrDnsXferRecv,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3095,Incremental DNS Zone Transfer Success,incrDnsXferSucc,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3096,Recursive DNS Query Failed,recurDnsQueryFail,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3097,Recursive DNS Query Timeout,recurDnsQueryTimeout,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3098,Dynamic DNS Update Rejected,dynDnsUpdRej,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3099,Dynamic DNS Update Timeout,dynDnsUpdTimeout,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3100,Secure DNS Update Failed,secDnsUpdFail,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3101,DHCP Request Rate (/sec),dhcpReqPerSec,uint32,0,0,0,1,0,PerSec,0,0,1,1,0,,,,1,,,,,
3102,DHCP Release Rate (/sec),dhcpRelPerSec,uint32,0,0,0,1,0,PerSec,0,0,1,1,0,,,,1,,,,,
3103,DHCP Decline Rate (/sec),dhcpDeclinesPerSec,uint32,0,0,0,1,0,PerSec,0,0,1,1,0,,,,1,,,,,
3104,DHCP Duplicate Drop Rate (/sec),dhcpDupsDroppedPerSec,uint32,0,0,0,1,0,PerSec,0,0,1,1,0,,,,1,,,,,
3105,DHCP Packet Rate (/sec),dhcpPktsPerSec,uint32,0,0,0,1,0,PerSec,0,0,1,1,0,,,,1,,,,,
3106,DHCP Active Queue Length,dhcpActiveQueueLen,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3107,DHCP Average Resp Time,dhcpAvgRespTime,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3108,DHCP Conflict Queue Length,dhcpConflictQueueLen,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3109,HTTP Current Connection Count,httpCurrConnCount,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3110,HTTP Max Connection Count,httpMaxConnCount,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3111,HTTP Sent Files,httpSentFiles,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3112,HTTP Recv Files,httpRecvFiles,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3113,HTTP Logon Attempts,httpLogons,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3114,HTTP Anonymous Logons,httpAnonymLogons,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3115,HTTP Nonanonymous Logons,httpNonanonymLogons,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3116,HTTP ISAPI Requests,httpIsapiReq,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3117,HTTP Not Found Errors,httpNotFoundErr,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3118,HTTP Connection Count,httpTotalAccesses,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3119,HTTP Total KBytes,httpTotalKBytes,uint32,0,0,0,1,0,MemoryKB,0,0,1,1,0,,,,1,,,,,
3120,Apache CPU Load,apacheCPULoad,double,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3121,Apache Uptime,apacheUptime,uint64,0,0,0,1,0,DurationSec,0,0,1,1,0,,,,1,,,,,
3122,Apache Request Rate (/sec),apacheReqPerSec,double,0,0,0,1,0,PerSec,0,0,1,1,0,,,,1,,,,,
3123,Apache Transfer Rate (Bytes/sec),apacheBytesPerSec,double,0,0,0,1,0,BytesPerSec,0,0,1,1,0,,,,1,,,,,
3124,Apache Transfer Rate (Bytes/Req),apacheBytesPerReq,double,0,0,0,1,0,BytesPerReq,0,0,1,1,0,,,,1,,,,,
3125,Apache Busy Workers,apacheBusyWorkers,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3126,Apache Idle Workers,apacheIdleWorkers,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3127,Application Group Name,appGroupName,string,0,0,0,1,0,,1,1,0,0,0,,,,1,,1,,,
3183,Exch VM Largest Block Size,exchVMLargestBlockSize,uint32,0,0,0,1,0,Bytes,0,0,1,1,0,,,,1,,,,,
3184,Exch VM Large Free Blocks (Bytes),exchVMTotalLargeFreeBlockBytes,uint32,0,0,0,1,0,Bytes,0,0,1,1,0,,,,1,,,,,
3185,Exch VM Free Blocks ,exchVMTotalFreeBlocks,uint32,0,0,0,1,0,Bytes,0,0,1,1,0,,,,1,,,,,
3186,Exch RPC Requests Served,exchRPCReq,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3187,Exch Avg RPC Latency (ms),exchRPCAvgLatency,uint32,0,0,0,1,0,DurationMSec,0,0,1,1,0,,,,1,,,,,
3188,Exch RPC Ops Rate (/sec),exchRPCOpsPerSec,uint32,0,0,0,1,0,PerSec,0,0,1,1,0,,,,1,,,,,
3189,Exch RPC Request Peak,exchRPCReqPeak,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3190,Exch User Count,exchUserCount,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3191,Exch Active User Count,exchActiveUserCount,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3192,Exch Peak User Count,exchPeakUserCount,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3193,Exch Active Conn Count,exchActiveConnCount,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3194,Exch Max Conn Count,exchMaxConn,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3195,Exch RPC Failed Count,exchRPCFailed,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3196,Exch RPC Success Count,exchRPCSuccess,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3197,Exch RPC Failed - Call Failed,exchRPCCallFailed,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3198,Exch RPC Denied Count,exchRPCDenied,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3199,Exch RPC Failed - Server Busy,exchRPCFailedServBusy,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3200,Exch RPC Failed - Server Unavail,exchRPCFailedServUnavail,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3201,Exch Background RPC Failed,exchBgRPCFailed,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3202,Exch Foreground RPC Failed,exchFgRPCFailed,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3203,NTDS Dir Search Rate (/sec),dirSearchesPerSec,double,0,0,0,1,0,PerSec,0,0,1,1,0,,,,1,,,,,
3204,NTDS Dir Read Rate (/sec),dirReadsPerSec,double,0,0,0,1,0,PerSec,0,0,1,1,0,,,,1,,,,,
3205,NTDS Dir Write Rate (/sec),dirWritesPerSec,double,0,0,0,1,0,PerSec,0,0,1,1,0,,,,1,,,,,
3206,NTDS Dir Browse Rate (/sec),dirBrowsesPerSec,double,0,0,0,1,0,PerSec,0,0,1,1,0,,,,1,,,,,
3207,NTDS LDAP Search Rate (/sec),LDAPSearchesPerSec,double,0,0,0,1,0,PerSec,0,0,1,1,0,,,,1,,,,,
3208,NTDS Client Bind Rate (/sec),DSClientBindsPerSec,double,0,0,0,1,0,PerSec,0,0,1,1,0,,,,1,,,,,
3209,NTDS LDAP New Conn Rate (/sec),LDAPNewConnectionsPerSec,double,0,0,0,1,0,PerSec,0,0,1,1,0,,,,1,,,,,
3210,NTDS LDAP Success Bind Rate (/sec),LDAPSuccessfulBindsPerSec,double,0,0,0,1,0,PerSec,0,0,1,1,0,,,,1,,,,,
3211,NTDS LDAP Active Threads,LDAPActiveThreads,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3212,NTDS LDAP Bind Time,LDAPBindTime,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3213,NTDS LDAP Client Sessions,LDAPClientSessions,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3214,DB Buffer Cache Hit Ratio,dbBufferCacheHitRatio,double,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3215,DB Log Cache Hit Ratio,dbLogCacheHitRatio,double,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3216,DB Data File Size (KB),dbDataFileSizeKB,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3217,DB Log File Used Size (KB),dbLogFileUsedKB,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3218,DB Target Server Memory (KB),dbTargetServerMemoryKB,uint32,0,0,0,1,0,MemoryKB,0,0,1,1,0,,,,1,,,,,
3219,DB Total Server Memory (KB),dbTotalServerMemoryKB,uint32,0,0,0,1,0,MemoryKB,0,0,1,1,0,,,,1,,,,,
3220,DB Page Split Rate (/sec),dbPageSplitsPerSec,double,0,0,0,1,0,PerSec,0,0,1,1,0,,,,1,,,,,
3221,DB Deadlock Rate (/sec),dbDeadLocksPerSec,double,0,0,0,1,0,PerSec,0,0,1,1,0,,,,1,,,,,
3222,DB Transactions Rate (/sec),dbTransPerSec,double,0,0,0,1,0,PerSec,0,0,1,1,0,,,,1,,,,,
3223,DB Read Rate (Pages/sec),dbPageReadsPerSec,double,0,0,0,1,0,PerSec,0,0,1,1,0,,,,1,,,,,
3224,DB Write Rate (Pages/sec),dbPageWritesPerSec,double,0,0,0,1,0,PerSec,0,0,1,1,0,,,,1,,,,,
3225,DB Log Flush Wait Rate (/sec),dbLogFlushPerSec,double,0,0,0,1,0,PerSec,0,0,1,1,0,,,,1,,,,,
3226,DB Latch Waits Rate (/sec),dbLatchWaitsPerSec,double,0,0,0,1,0,PerSec,0,0,1,1,0,,,,1,,,,,
3227,DB Full Scan Rate (/sec),dbFullScansPerSec,double,0,0,0,1,0,PerSec,0,0,1,1,0,,,,1,,,,,
3228,DB Log Growths,dbLogGrowthCount,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3229,DB Log Shrinks,dbLogShrinkCount,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3230,DB User Connections,dbUserConn,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3231,DB Count,dbCount,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3233,DB Logged-in Users,dbLoggedinUserCount,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3234,Vuln BugTraq Id,vulnBugTraqID,string,0,0,0,1,0,,1,,,,0,,,,,,1,,,
3235,Vuln Consequence,vulnConseq,string,0,0,0,1,0,,1,1,0,0,0,,,,,,1,,,
3236,Vuln Vendor,vulnVendor,string,0,0,0,1,0,,1,1,0,0,0,,,,,,1,,,
3237,DB Host CPU Util (%),dbHostCpuUtilRatio,double,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3238,DB CPU Time Ratio,dbCpuTimeRatio,double,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3240,DB Library Cache Hit Ratio,dbLibraryCacheHitRatio,double,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3241,DB Row Cache Hit Ratio,dbRowCacheHitRatio,double,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3242,DB Memory Sorts Ratio,dbMemorySortsRatio,double,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3243,DB Wait Time Ratio,dbWaitTimeRatio,double,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3244,DB User Trans Rate (/sec),dbUserTransactionPerSec,double,0,0,0,1,0,PerSec,0,0,1,1,0,,,,1,,,,,
3245,DB Enqueue Deadlock Rate (/sec),dbEnqueueDeadlocksPerSec,double,0,0,0,1,0,PerSec,0,0,1,1,0,,,,1,,,,,
3246,DB Shared Pool Free Pct,dbSharedPoolFreeRatio,double,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3247,DB Net Traffic (KBps),dbNetworkKBytesPerSec,double,0,0,0,1,0,KBytesPerSec,0,0,1,1,0,,,,1,,,,,
3248,DB Read Rate (/sec),dbPhysicalReadsPerSec,double,0,0,0,1,0,PerSec,0,0,1,1,0,,,,1,,,,,
3249,DB Write Rate (/sec),dbPhysicalWritesPerSec,double,0,0,0,1,0,PerSec,0,0,1,1,0,,,,1,,,,,
3250,DB I/O Rate (KBps),dbIOKBytesPerSec,double,0,0,0,1,0,KBytesPerSec,0,0,1,1,0,,,,1,,,,,
3251,DB I/O Req Rate (/sec),dbRequestsPerSec,double,0,0,0,1,0,PerSec,0,0,1,1,0,,,,1,,,,,
3252,DB Curr Logon Count,dbCurrentLogonsCount,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3253,DB Session Count,dbSessionCount,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3254,DB System Tablespace Usage,dbSystemTablespaceUsage,double,0,0,0,1,0,PerSec,0,0,1,1,0,,,,1,,,,,
3255,DB User Tablespace Usage,dbUsersTablespaceUsage,double,0,0,0,1,0,PerSec,0,0,1,1,0,,,,1,,,,,
3256,DB Temp Tablespace Usage,dbTempTablespaceUsage,double,0,0,0,1,0,PerSec,0,0,1,1,0,,,,1,,,,,
3257,DB Active User Count,dbUserCount,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3258,DB Invalid Object Count,dbInvalidObjectCount,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3259,Vulnerability Cvss Score,vulnCvssScore,double,0,0,0,1,0,,0,0,1,1,0,,,,,,1,,,
3260,DB Instance Name,instanceName,string,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3261,Proxy Cache Object Count,proxyCacheObjCount,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3262,Proxy-to-Server HTTP Error,proxy2ServerHttpErr,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3263,Proxy-to-Server HTTP Request,proxy2ServerHttpReq,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3264,Proxy-to-Server HTTP Traffic (KBps),proxy2ServerHttpKBps,double,0,0,0,1,0,KBytesPerSec,0,0,1,1,0,,,,1,,,,,
3265,Server-to-Proxy HTTP Traffic (KBps),server2ProxyHttpKBps,double,0,0,0,1,0,KBytesPerSec,0,0,1,1,0,,,,1,,,,,
3266,Client-to-Proxy HTTP Request,client2ProxyHttpReq,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3267,Client-to-Proxy HTTP Cache Hit,client2ProxyHttpCacheHit,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3268,Client-to-Proxy HTTP Error,client2ProxyHttpError,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3269,Client-to-Proxy HTTP Traffic (KBps),client2ProxyHttpKBps,double,0,0,0,1,0,KBytesPerSec,0,0,1,1,0,,,,1,,,,,
3270,Proxy-to-Client HTTP Traffic (KBps),proxy2ClientHttpKBps,double,0,0,0,1,0,KBytesPerSec,0,0,1,1,0,,,,1,,,,,
3271,Windows Logon Caller User,winLogonCallerUser,string,0,0,0,1,0,,1,1,0,0,0,,,,,,1,,,
3272,Exch Mailbox Name,exchMboxName,string,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3273,Exch Mailbox Send Queue,exchMboxSendQueue,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3274,Exch Mailbox Recv Queue,exchMboxRecvQueue,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3275,Exch Mailbox Sent Message,exchMboxSentMsg,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3276,Exch Mailbox Submitted Message,exchMboxSubmitMsg,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3277,Exch Mailbox Delivered Message,exchMboxDelivMsg,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3278,Exch Mailbox Active User Count,exchMboxActiveUserCount,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3279,Exch Mailbox Peak User Count,exchMboxPeakUserCount,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3280,Exch SMTP Local Queue,exchSMTPLocalQueue,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3281,Exch SMTP Remote Queue,exchSMTPRemoteQueue,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3282,Exch SMTP Inbound Conn,exchSMTPInConn,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3283,Exch SMTP Outbound Conn,exchSMTPOutConn,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3284,Exch SMTP Local Retry Queue,exchSMTPLocalRetryQueue,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3285,Exch SMTP Remote Retry Queue,exchSMTPRemoteRetryQueue,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3286,Exch SMTP Retries,exchSMTPRetries,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3287,Exch Categorization Queue,exchCatQueue,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3288,Aventail Status Code,aventailStatusCode,string,0,0,0,1,0,Code,1,1,0,0,0,,,,,,1,,,
3289,ASP.NET Request Exec Time (ms),aspReqExecTimeMs,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3290,ASP.NET Curent Requests,aspReqCurrent,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3291,ASP.NET Disconn Requests,aspReqDisconnected,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3292,ASP.NET Queued Requests,aspReqQueued,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3293,ASPNET Rejected Requests,aspReqRejected,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3294,ASP.NET Request Wait Time (ms),aspReqWaitTimeMs,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3295,Threat Level,threatLevel,string,0,0,0,1,0,,1,1,0,0,0,,,,,,1,,,
3296,Threat Category,threatCategory,string,0,0,0,1,0,,1,1,0,0,0,,,,,,1,,,
3297,Client Application Version,appClientVersion,string,0,0,0,1,0,,1,1,0,0,0,,,,,,1,,,
3298,Server Application Version,appServerVersion,string,0,0,0,1,0,,1,1,0,0,0,,,,,,1,,,
3299,Exch Mailbox Whitespace (MB),exchMboxWs,uint32,0,0,0,1,0,DiskMB,0,0,1,1,0,,,,1,,,,,
3300,HTTP Response Time (ms),httpResponseTimeMs,uint32,0,0,0,1,0,DurationMSec,0,0,1,1,0,,,,1,,,,,
3301,DNS Response Time (ms),dnsResponseTimeMs,uint32,0,0,0,1,0,DurationMSec,0,0,1,1,0,,,,1,,,,,
3302,TCP Connect Response Time (ms),tcpConnectResponseTimeMs,uint32,0,0,0,1,0,DurationMSec,0,0,1,1,0,,,,1,,,,,
3303,HTTP Transaction Response Time (ms),httpTransactResponseTimeMs,uint32,0,0,0,1,0,DurationMSec,0,0,1,1,0,,,,1,,,,,
3304,IPSLA HTTP Status,ipslaHttpStatus,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3305,IPSLA HTTP Status Description,ipslaHttpStatusDesc,string,0,0,0,1,0,,1,1,0,0,0,,,,,,1,,,
3306,Modified Item,modifiedItem,string,0,0,0,1,0,,1,1,0,0,0,,,,,1,1,,,
3307,Extensible Command Error Status,extCmdErrStatus,string,0,0,0,1,0,,1,1,0,0,0,,,,,,1,,,
3308,Error Fix Command,errFixCmd,string,0,0,0,1,0,,1,1,0,0,0,,,,,,1,,,
3309,Vulnerability Secunia Id,vulnSecuniaId,string,0,0,0,1,0,,1,,,,0,,,,,,1,,,
3310,Vulnerability OSV DB Id,vulnOSVDBId,string,0,0,0,1,0,,1,,,,0,,,,,,1,,,
3311,Barracuda Reason,barracudaReason,uint16,0,0,1,0,0,Code,1,1,0,0,0,,,,,,,,,
3312,Direction,direction,string,0,0,0,0,1,,1,1,0,0,0,,,,,,,,,
3313,ICA Input Audio Bandwidth,icaInAudioBw,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3314,ICA Input Clipboard Bandwidth,icaInClipboardBw,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3315,ICA Input COM Bandwidth,icaInComBw,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3316,ICA Input Control Channel Bandwidth,icaInCntrlChBw,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3317,ICA Input Drive Bandwidth,icaInDriveBw,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3318,ICA Input Font Data Bandwidth,icaInFontBw,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3319,ICA Input Printer Bandwidth,icaInPrinterBw,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3320,ICA Input Management Bandwidth,icaInMgmtBw,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3321,ICA Input Seamless Bandwidth,icaInSeamlessBw,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3322,ICA Input Session Bandwidth,icaInSessBw,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3323,ICA Input Session Compression,icaInSessComp,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3324,ICA Input Session Line Speed,icaInSessLineSpeed,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
